Table,State,Distt.,Area Name,Type,Age-group,Total,illiterate,literate
C2308,08,000,State - RAJASTHAN,Urban,12,178248,18854,159394
C2308,08,000,State - RAJASTHAN,Urban,13,164753,16205,148548
C2308,08,000,State - RAJASTHAN,Urban,14,167634,17332,150302
C2308,08,000,State - RAJASTHAN,Urban,15,175164,20851,154313
C2308,08,000,State - RAJASTHAN,Urban,16,170304,19910,150394
C2308,08,000,State - RAJASTHAN,Urban,17,150597,16683,133914
C2308,08,000,State - RAJASTHAN,Urban,18,199826,30310,169516
C2308,08,000,State - RAJASTHAN,Urban,19,149400,20709,128691
C2308,08,000,State - RAJASTHAN,Urban,20-24,837924,157928,679996
C2308,08,000,State - RAJASTHAN,Urban,25-29,734598,180726,553872
C2308,08,000,State - RAJASTHAN,Urban,30-34,641408,199662,441746
C2308,08,000,State - RAJASTHAN,Urban,35-39,588213,216376,371837
C2308,08,000,State - RAJASTHAN,Urban,40-44,494232,200880,293352
C2308,08,000,State - RAJASTHAN,Urban,45-49,421289,183902,237387
C2308,08,000,State - RAJASTHAN,Urban,50-54,322266,145883,176383
C2308,08,000,State - RAJASTHAN,Urban,55-59,246373,120046,126327
C2308,08,000,State - RAJASTHAN,Urban,60-64,209058,115140,93918
C2308,08,000,State - RAJASTHAN,Urban,65-69,148461,88971,59490
C2308,08,000,State - RAJASTHAN,Urban,70-74,113930,75954,37976
C2308,08,000,State - RAJASTHAN,Urban,75-79,59011,39033,19978
C2308,08,000,State - RAJASTHAN,Urban,80+,78291,56509,21782
C2308,08,000,State - RAJASTHAN,Urban,Age not stated,26256,10167,16089
C2308,09,000,State - UTTAR PRADESH,Total,All ages,95331831,49169240,46162591
C2308,09,000,State - UTTAR PRADESH,Total,0-6,14605750,14605750,0
C2308,09,000,State - UTTAR PRADESH,Total,7,2267439,719625,1547814
C2308,09,000,State - UTTAR PRADESH,Total,8,2599422,542328,2057094
C2308,09,000,State - UTTAR PRADESH,Total,9,2054969,332627,1722342
C2308,09,000,State - UTTAR PRADESH,Total,10,2949523,484310,2465213
C2308,09,000,State - UTTAR PRADESH,Total,11,2133968,283266,1850702
C2308,09,000,State - UTTAR PRADESH,Total,12,2598983,336254,2262729
C2308,09,000,State - UTTAR PRADESH,Total,13,2131162,261322,1869840
C2308,09,000,State - UTTAR PRADESH,Total,14,2377091,322383,2054708
C2308,09,000,State - UTTAR PRADESH,Total,15,2427101,379099,2048002
C2308,09,000,State - UTTAR PRADESH,Total,16,2361441,384579,1976862
C2308,09,000,State - UTTAR PRADESH,Total,17,1827394,305609,1521785
C2308,09,000,State - UTTAR PRADESH,Total,18,2530525,542907,1987618
C2308,09,000,State - UTTAR PRADESH,Total,19,1586346,363253,1223093
C2308,09,000,State - UTTAR PRADESH,Total,20-24,8173163,2605442,5567721
C2308,09,000,State - UTTAR PRADESH,Total,25-29,7113462,3155047,3958415
C2308,09,000,State - UTTAR PRADESH,Total,30-34,6523281,3467556,3055725
C2308,09,000,State - UTTAR PRADESH,Total,35-39,6154991,3663740,2491251
C2308,09,000,State - UTTAR PRADESH,Total,40-44,4836240,3073943,1762297
C2308,09,000,State - UTTAR PRADESH,Total,45-49,4067629,2738641,1328988
C2308,09,000,State - UTTAR PRADESH,Total,50-54,3015106,2090550,924556
C2308,09,000,State - UTTAR PRADESH,Total,55-59,2837945,2132368,705577
C2308,09,000,State - UTTAR PRADESH,Total,60-64,2736420,2181862,554558
C2308,09,000,State - UTTAR PRADESH,Total,65-69,1881497,1538789,342708
C2308,09,000,State - UTTAR PRADESH,Total,70-74,1297276,1093113,204163
C2308,09,000,State - UTTAR PRADESH,Total,75-79,611015,509902,101113
C2308,09,000,State - UTTAR PRADESH,Total,80+,876563,686345,190218
C2308,09,000,State - UTTAR PRADESH,Total,Age not stated,756129,368630,387499
C2308,09,000,State - UTTAR PRADESH,Rural,All ages,74324283,40833291,33490992
C2308,09,000,State - UTTAR PRADESH,Rural,0-6,11904988,11904988,0
C2308,09,000,State - UTTAR PRADESH,Rural,7,1832918,575771,1257147
C2308,09,000,State - UTTAR PRADESH,Rural,8,2133484,427455,1706029
C2308,09,000,State - UTTAR PRADESH,Rural,9,1662323,254461,1407862
C2308,09,000,State - UTTAR PRADESH,Rural,10,2410602,373947,2036655
C2308,09,000,State - UTTAR PRADESH,Rural,11,1710911,212437,1498474
C2308,09,000,State - UTTAR PRADESH,Rural,12,2103769,254692,1849077
C2308,09,000,State - UTTAR PRADESH,Rural,13,1700283,195691,1504592
C2308,09,000,State - UTTAR PRADESH,Rural,14,1886053,241428,1644625
C2308,09,000,State - UTTAR PRADESH,Rural,15,1923572,291830,1631742
C2308,09,000,State - UTTAR PRADESH,Rural,16,1848847,293741,1555106
C2308,09,000,State - UTTAR PRADESH,Rural,17,1388492,233374,1155118
C2308,09,000,State - UTTAR PRADESH,Rural,18,1949087,431146,1517941
C2308,09,000,State - UTTAR PRADESH,Rural,19,1175668,288250,887418
C2308,09,000,State - UTTAR PRADESH,Rural,20-24,6061343,2154824,3906519
C2308,09,000,State - UTTAR PRADESH,Rural,25-29,5329277,2675463,2653814
C2308,09,000,State - UTTAR PRADESH,Rural,30-34,4985338,2971018,2014320
C2308,09,000,State - UTTAR PRADESH,Rural,35-39,4675493,3111762,1563731
C2308,09,000,State - UTTAR PRADESH,Rural,40-44,3631268,2586626,1044642
C2308,09,000,State - UTTAR PRADESH,Rural,45-49,3037358,2298612,738746
C2308,09,000,State - UTTAR PRADESH,Rural,50-54,2250260,1753616,496644
C2308,09,000,State - UTTAR PRADESH,Rural,55-59,2206066,1822975,383091
C2308,09,000,State - UTTAR PRADESH,Rural,60-64,2191955,1882464,309491
C2308,09,000,State - UTTAR PRADESH,Rural,65-69,1533881,1340440,193441
C2308,09,000,State - UTTAR PRADESH,Rural,70-74,1055241,944109,111132
C2308,09,000,State - UTTAR PRADESH,Rural,75-79,494065,440749,53316
C2308,09,000,State - UTTAR PRADESH,Rural,80+,693691,581889,111802
C2308,09,000,State - UTTAR PRADESH,Rural,Age not stated,548050,289533,258517
C2308,09,000,State - UTTAR PRADESH,Urban,All ages,21007548,8335949,12671599
C2308,09,000,State - UTTAR PRADESH,Urban,0-6,2700762,2700762,0
C2308,09,000,State - UTTAR PRADESH,Urban,7,434521,143854,290667
C2308,09,000,State - UTTAR PRADESH,Urban,8,465938,114873,351065
C2308,09,000,State - UTTAR PRADESH,Urban,9,392646,78166,314480
C2308,09,000,State - UTTAR PRADESH,Urban,10,538921,110363,428558
C2308,09,000,State - UTTAR PRADESH,Urban,11,423057,70829,352228
C2308,09,000,State - UTTAR PRADESH,Urban,12,495214,81562,413652
C2308,09,000,State - UTTAR PRADESH,Urban,13,430879,65631,365248
C2308,09,000,State - UTTAR PRADESH,Urban,14,491038,80955,410083
C2308,09,000,State - UTTAR PRADESH,Urban,15,503529,87269,416260
C2308,09,000,State - UTTAR PRADESH,Urban,16,512594,90838,421756
C2308,09,000,State - UTTAR PRADESH,Urban,17,438902,72235,366667
C2308,09,000,State - UTTAR PRADESH,Urban,18,581438,111761,469677
C2308,09,000,State - UTTAR PRADESH,Urban,19,410678,75003,335675
C2308,09,000,State - UTTAR PRADESH,Urban,20-24,2111820,450618,1661202
C2308,09,000,State - UTTAR PRADESH,Urban,25-29,1784185,479584,1304601
C2308,09,000,State - UTTAR PRADESH,Urban,30-34,1537943,496538,1041405
C2308,09,000,State - UTTAR PRADESH,Urban,35-39,1479498,551978,927520
C2308,09,000,State - UTTAR PRADESH,Urban,40-44,1204972,487317,717655
C2308,09,000,State - UTTAR PRADESH,Urban,45-49,1030271,440029,590242
C2308,09,000,State - UTTAR PRADESH,Urban,50-54,764846,336934,427912
C2308,09,000,State - UTTAR PRADESH,Urban,55-59,631879,309393,322486
C2308,09,000,State - UTTAR PRADESH,Urban,60-64,544465,299398,245067
C2308,09,000,State - UTTAR PRADESH,Urban,65-69,347616,198349,149267
C2308,09,000,State - UTTAR PRADESH,Urban,70-74,242035,149004,93031
C2308,09,000,State - UTTAR PRADESH,Urban,75-79,116950,69153,47797
C2308,09,000,State - UTTAR PRADESH,Urban,80+,182872,104456,78416
C2308,09,000,State - UTTAR PRADESH,Urban,Age not stated,208079,79097,128982
C2308,10,000,State - BIHAR,Total,All ages,49821295,28924765,20896530
C2308,10,000,State - BIHAR,Total,0-6,9246725,9246725,0
C2308,10,000,State - BIHAR,Total,7,1325132,513735,811397
C2308,10,000,State - BIHAR,Total,8,1673605,437761,1235844
C2308,10,000,State - BIHAR,Total,9,1182614,256086,926528
C2308,10,000,State - BIHAR,Total,10,1821190,389761,1431429
C2308,10,000,State - BIHAR,Total,11,1129384,206449,922935
C2308,10,000,State - BIHAR,Total,12,1504957,276765,1228192
C2308,10,000,State - BIHAR,Total,13,1049840,180111,869729
C2308,10,000,State - BIHAR,Total,14,1090680,206606,884074
C2308,10,000,State - BIHAR,Total,15,1036675,236764,799911
C2308,10,000,State - BIHAR,Total,16,903830,215357,688473
C2308,10,000,State - BIHAR,Total,17,610419,152092,458327
C2308,10,000,State - BIHAR,Total,18,973158,325589,647569
C2308,10,000,State - BIHAR,Total,19,658032,241821,416211
C2308,10,000,State - BIHAR,Total,20-24,3854150,1746112,2108038
C2308,10,000,State - BIHAR,Total,25-29,3843018,2013722,1829296
C2308,10,000,State - BIHAR,Total,30-34,3545141,2007990,1537151
C2308,10,000,State - BIHAR,Total,35-39,3149100,1936389,1212711
C2308,10,000,State - BIHAR,Total,40-44,2408883,1588699,820184
C2308,10,000,State - BIHAR,Total,45-49,2060380,1458624,601756
C2308,10,000,State - BIHAR,Total,50-54,1504315,1100658,403657
C2308,10,000,State - BIHAR,Total,55-59,1466322,1135750,330572
C2308,10,000,State - BIHAR,Total,60-64,1448083,1165325,282758
C2308,10,000,State - BIHAR,Total,65-69,986061,813877,172184
C2308,10,000,State - BIHAR,Total,70-74,595148,505184,89964
C2308,10,000,State - BIHAR,Total,75-79,252506,212083,40423
C2308,10,000,State - BIHAR,Total,80+,318754,256762,61992
C2308,10,000,State - BIHAR,Total,Age not stated,183193,97968,85225
C2308,10,000,State - BIHAR,Rural,All ages,44267586,26697264,17570322
C2308,10,000,State - BIHAR,Rural,0-6,8412030,8412030,0
C2308,10,000,State - BIHAR,Rural,7,1198812,473411,725401
C2308,10,000,State - BIHAR,Rural,8,1521954,406228,1115726
C2308,10,000,State - BIHAR,Rural,9,1070505,237610,832895
C2308,10,000,State - BIHAR,Rural,10,1651713,361862,1289851
C2308,10,000,State - BIHAR,Rural,11,1013026,191546,821480
C2308,10,000,State - BIHAR,Rural,12,1351130,257532,1093598
C2308,10,000,State - BIHAR,Rural,13,932324,167657,764667
C2308,10,000,State - BIHAR,Rural,14,960779,191680,769099
C2308,10,000,State - BIHAR,Rural,15,911005,220193,690812
C2308,10,000,State - BIHAR,Rural,16,782438,199523,582915
C2308,10,000,State - BIHAR,Rural,17,518017,140398,377619
C2308,10,000,State - BIHAR,Rural,18,840695,302267,538428
C2308,10,000,State - BIHAR,Rural,19,569076,226405,342671
C2308,10,000,State - BIHAR,Rural,20-24,3366524,1635760,1730764
C2308,10,000,State - BIHAR,Rural,25-29,3382526,1885424,1497102
C2308,10,000,State - BIHAR,Rural,30-34,3128638,1879135,1249503
C2308,10,000,State - BIHAR,Rural,35-39,2768886,1803924,964962
C2308,10,000,State - BIHAR,Rural,40-44,2106292,1473427,632865
C2308,10,000,State - BIHAR,Rural,45-49,1802734,1350480,452254
C2308,10,000,State - BIHAR,Rural,50-54,1310457,1013600,296857
C2308,10,000,State - BIHAR,Rural,55-59,1298812,1052798,246014
C2308,10,000,State - BIHAR,Rural,60-64,1291723,1077871,213852
C2308,10,000,State - BIHAR,Rural,65-69,884070,754576,129494
C2308,10,000,State - BIHAR,Rural,70-74,530677,464228,66449
C2308,10,000,State - BIHAR,Rural,75-79,223733,194870,28863
C2308,10,000,State - BIHAR,Rural,80+,280532,233410,47122
C2308,10,000,State - BIHAR,Rural,Age not stated,158478,89419,69059
C2308,10,000,State - BIHAR,Urban,All ages,5553709,2227501,3326208
C2308,10,000,State - BIHAR,Urban,0-6,834695,834695,0
C2308,10,000,State - BIHAR,Urban,7,126320,40324,85996
C2308,10,000,State - BIHAR,Urban,8,151651,31533,120118
C2308,10,000,State - BIHAR,Urban,9,112109,18476,93633
C2308,10,000,State - BIHAR,Urban,10,169477,27899,141578
C2308,10,000,State - BIHAR,Urban,11,116358,14903,101455
C2308,10,000,State - BIHAR,Urban,12,153827,19233,134594
C2308,10,000,State - BIHAR,Urban,13,117516,12454,105062
C2308,10,000,State - BIHAR,Urban,14,129901,14926,114975
C2308,10,000,State - BIHAR,Urban,15,125670,16571,109099
C2308,10,000,State - BIHAR,Urban,16,121392,15834,105558
C2308,10,000,State - BIHAR,Urban,17,92402,11694,80708
C2308,10,000,State - BIHAR,Urban,18,132463,23322,109141
C2308,10,000,State - BIHAR,Urban,19,88956,15416,73540
C2308,10,000,State - BIHAR,Urban,20-24,487626,110352,377274
C2308,10,000,State - BIHAR,Urban,25-29,460492,128298,332194
C2308,10,000,State - BIHAR,Urban,30-34,416503,128855,287648
C2308,10,000,State - BIHAR,Urban,35-39,380214,132465,247749
C2308,10,000,State - BIHAR,Urban,40-44,302591,115272,187319
C2308,10,000,State - BIHAR,Urban,45-49,257646,108144,149502
C2308,10,000,State - BIHAR,Urban,50-54,193858,87058,106800
C2308,10,000,State - BIHAR,Urban,55-59,167510,82952,84558
C2308,10,000,State - BIHAR,Urban,60-64,156360,87454,68906
C2308,10,000,State - BIHAR,Urban,65-69,101991,59301,42690
C2308,10,000,State - BIHAR,Urban,70-74,64471,40956,23515
C2308,10,000,State - BIHAR,Urban,75-79,28773,17213,11560
C2308,10,000,State - BIHAR,Urban,80+,38222,23352,14870
C2308,10,000,State - BIHAR,Urban,Age not stated,24715,8549,16166
C2308,11,000,State - SIKKIM,Total,All ages,287507,93824,193683
C2308,11,000,State - SIKKIM,Total,0-6,31350,31350,0
C2308,11,000,State - SIKKIM,Total,7,5777,1260,4517
C2308,11,000,State - SIKKIM,Total,8,5497,548,4949
C2308,11,000,State - SIKKIM,Total,9,6017,574,5443
C2308,11,000,State - SIKKIM,Total,10,6614,558,6056
C2308,11,000,State - SIKKIM,Total,11,6481,316,6165
C2308,11,000,State - SIKKIM,Total,12,6554,238,6316
C2308,11,000,State - SIKKIM,Total,13,6590,236,6354
C2308,11,000,State - SIKKIM,Total,14,6719,265,6454
C2308,11,000,State - SIKKIM,Total,15,6608,333,6275
C2308,11,000,State - SIKKIM,Total,16,6761,327,6434
C2308,11,000,State - SIKKIM,Total,17,6360,320,6040
C2308,11,000,State - SIKKIM,Total,18,6907,398,6509
C2308,11,000,State - SIKKIM,Total,19,6303,359,5944
C2308,11,000,State - SIKKIM,Total,20-24,32151,2573,29578
C2308,11,000,State - SIKKIM,Total,25-29,29939,3820,26119
C2308,11,000,State - SIKKIM,Total,30-34,23663,4425,19238
C2308,11,000,State - SIKKIM,Total,35-39,20231,5589,14642
C2308,11,000,State - SIKKIM,Total,40-44,16382,6602,9780
C2308,11,000,State - SIKKIM,Total,45-49,13348,6963,6385
C2308,11,000,State - SIKKIM,Total,50-54,10808,6623,4185
C2308,11,000,State - SIKKIM,Total,55-59,7628,5285,2343
C2308,11,000,State - SIKKIM,Total,60-64,6109,4689,1420
C2308,11,000,State - SIKKIM,Total,65-69,4890,3837,1053
C2308,11,000,State - SIKKIM,Total,70-74,3257,2768,489
C2308,11,000,State - SIKKIM,Total,75-79,1960,1708,252
C2308,11,000,State - SIKKIM,Total,80+,2064,1704,360
C2308,11,000,State - SIKKIM,Total,Age not stated,539,156,383
C2308,11,000,State - SIKKIM,Rural,All ages,214202,76517,137685
C2308,11,000,State - SIKKIM,Rural,0-6,24157,24157,0
C2308,11,000,State - SIKKIM,Rural,7,4535,1023,3512
C2308,11,000,State - SIKKIM,Rural,8,4274,459,3815
C2308,11,000,State - SIKKIM,Rural,9,4699,458,4241
C2308,11,000,State - SIKKIM,Rural,10,5200,435,4765
C2308,11,000,State - SIKKIM,Rural,11,5054,253,4801
C2308,11,000,State - SIKKIM,Rural,12,5033,172,4861
C2308,11,000,State - SIKKIM,Rural,13,5092,153,4939
C2308,11,000,State - SIKKIM,Rural,14,5224,171,5053
C2308,11,000,State - SIKKIM,Rural,15,4994,212,4782
C2308,11,000,State - SIKKIM,Rural,16,5112,208,4904
C2308,11,000,State - SIKKIM,Rural,17,4782,200,4582
C2308,11,000,State - SIKKIM,Rural,18,5178,278,4900
C2308,11,000,State - SIKKIM,Rural,19,4750,271,4479
C2308,11,000,State - SIKKIM,Rural,20-24,23538,2035,21503
C2308,11,000,State - SIKKIM,Rural,25-29,21153,3094,18059
C2308,11,000,State - SIKKIM,Rural,30-34,16624,3612,13012
C2308,11,000,State - SIKKIM,Rural,35-39,14315,4662,9653
C2308,11,000,State - SIKKIM,Rural,40-44,11709,5663,6046
C2308,11,000,State - SIKKIM,Rural,45-49,9710,5956,3754
C2308,11,000,State - SIKKIM,Rural,50-54,8060,5756,2304
C2308,11,000,State - SIKKIM,Rural,55-59,5829,4542,1287
C2308,11,000,State - SIKKIM,Rural,60-64,4904,4061,843
C2308,11,000,State - SIKKIM,Rural,65-69,3948,3325,623
C2308,11,000,State - SIKKIM,Rural,70-74,2656,2367,289
C2308,11,000,State - SIKKIM,Rural,75-79,1586,1450,136
C2308,11,000,State - SIKKIM,Rural,80+,1630,1408,222
C2308,11,000,State - SIKKIM,Rural,Age not stated,456,136,320
C2308,11,000,State - SIKKIM,Urban,All ages,73305,17307,55998
C2308,11,000,State - SIKKIM,Urban,0-6,7193,7193,0
C2308,11,000,State - SIKKIM,Urban,7,1242,237,1005
C2308,11,000,State - SIKKIM,Urban,8,1223,89,1134
C2308,11,000,State - SIKKIM,Urban,9,1318,116,1202
C2308,11,000,State - SIKKIM,Urban,10,1414,123,1291
C2308,11,000,State - SIKKIM,Urban,11,1427,63,1364
C2308,11,000,State - SIKKIM,Urban,12,1521,66,1455
C2308,11,000,State - SIKKIM,Urban,13,1498,83,1415
C2308,11,000,State - SIKKIM,Urban,14,1495,94,1401
C2308,11,000,State - SIKKIM,Urban,15,1614,121,1493
C2308,11,000,State - SIKKIM,Urban,16,1649,119,1530
C2308,11,000,State - SIKKIM,Urban,17,1578,120,1458
C2308,11,000,State - SIKKIM,Urban,18,1729,120,1609
C2308,11,000,State - SIKKIM,Urban,19,1553,88,1465
C2308,11,000,State - SIKKIM,Urban,20-24,8613,538,8075
C2308,11,000,State - SIKKIM,Urban,25-29,8786,726,8060
C2308,11,000,State - SIKKIM,Urban,30-34,7039,813,6226
C2308,11,000,State - SIKKIM,Urban,35-39,5916,927,4989
C2308,11,000,State - SIKKIM,Urban,40-44,4673,939,3734
C2308,11,000,State - SIKKIM,Urban,45-49,3638,1007,2631
C2308,11,000,State - SIKKIM,Urban,50-54,2748,867,1881
C2308,11,000,State - SIKKIM,Urban,55-59,1799,743,1056
C2308,11,000,State - SIKKIM,Urban,60-64,1205,628,577
C2308,11,000,State - SIKKIM,Urban,65-69,942,512,430
C2308,11,000,State - SIKKIM,Urban,70-74,601,401,200
C2308,11,000,State - SIKKIM,Urban,75-79,374,258,116
C2308,11,000,State - SIKKIM,Urban,80+,434,296,138
C2308,11,000,State - SIKKIM,Urban,Age not stated,83,20,63
C2308,12,000,State - ARUNACHAL PRADESH,Total,All ages,669815,343678,326137
C2308,12,000,State - ARUNACHAL PRADESH,Total,0-6,104564,104564,0
C2308,12,000,State - ARUNACHAL PRADESH,Total,7,16935,7844,9091
C2308,12,000,State - ARUNACHAL PRADESH,Total,8,17750,6299,11451
C2308,12,000,State - ARUNACHAL PRADESH,Total,9,15590,4355,11235
C2308,12,000,State - ARUNACHAL PRADESH,Total,10,19292,4992,14300
C2308,12,000,State - ARUNACHAL PRADESH,Total,11,16425,3503,12922
C2308,12,000,State - ARUNACHAL PRADESH,Total,12,19202,3604,15598
C2308,12,000,State - ARUNACHAL PRADESH,Total,13,16612,2657,13955
C2308,12,000,State - ARUNACHAL PRADESH,Total,14,17389,2697,14692
C2308,12,000,State - ARUNACHAL PRADESH,Total,15,17639,2991,14648
C2308,12,000,State - ARUNACHAL PRADESH,Total,16,16267,2634,13633
C2308,12,000,State - ARUNACHAL PRADESH,Total,17,13679,2363,11316
C2308,12,000,State - ARUNACHAL PRADESH,Total,18,16749,3608,13141
C2308,12,000,State - ARUNACHAL PRADESH,Total,19,12961,3038,9923
C2308,12,000,State - ARUNACHAL PRADESH,Total,20-24,65663,19043,46620
C2308,12,000,State - ARUNACHAL PRADESH,Total,25-29,60348,23144,37204
C2308,12,000,State - ARUNACHAL PRADESH,Total,30-34,48709,22506,26203
C2308,12,000,State - ARUNACHAL PRADESH,Total,35-39,46180,25295,20885
C2308,12,000,State - ARUNACHAL PRADESH,Total,40-44,35742,22822,12920
C2308,12,000,State - ARUNACHAL PRADESH,Total,45-49,28506,20605,7901
C2308,12,000,State - ARUNACHAL PRADESH,Total,50-54,19623,15950,3673
C2308,12,000,State - ARUNACHAL PRADESH,Total,55-59,12890,11316,1574
C2308,12,000,State - ARUNACHAL PRADESH,Total,60-64,11953,10886,1067
C2308,12,000,State - ARUNACHAL PRADESH,Total,65-69,7331,6629,702
C2308,12,000,State - ARUNACHAL PRADESH,Total,70-74,5100,4749,351
C2308,12,000,State - ARUNACHAL PRADESH,Total,75-79,2448,2291,157
C2308,12,000,State - ARUNACHAL PRADESH,Total,80+,3618,2984,634
C2308,12,000,State - ARUNACHAL PRADESH,Total,Age not stated,650,309,341
C2308,12,000,State - ARUNACHAL PRADESH,Rural,All ages,520347,293835,226512
C2308,12,000,State - ARUNACHAL PRADESH,Rural,0-6,85048,85048,0
C2308,12,000,State - ARUNACHAL PRADESH,Rural,7,13490,6826,6664
C2308,12,000,State - ARUNACHAL PRADESH,Rural,8,14342,5596,8746
C2308,12,000,State - ARUNACHAL PRADESH,Rural,9,12411,3865,8546
C2308,12,000,State - ARUNACHAL PRADESH,Rural,10,15447,4410,11037
C2308,12,000,State - ARUNACHAL PRADESH,Rural,11,12776,3058,9718
C2308,12,000,State - ARUNACHAL PRADESH,Rural,12,15100,3178,11922
C2308,12,000,State - ARUNACHAL PRADESH,Rural,13,12597,2281,10316
C2308,12,000,State - ARUNACHAL PRADESH,Rural,14,13126,2263,10863
C2308,12,000,State - ARUNACHAL PRADESH,Rural,15,13222,2508,10714
C2308,12,000,State - ARUNACHAL PRADESH,Rural,16,11867,2193,9674
C2308,12,000,State - ARUNACHAL PRADESH,Rural,17,9813,1996,7817
C2308,12,000,State - ARUNACHAL PRADESH,Rural,18,12627,3110,9517
C2308,12,000,State - ARUNACHAL PRADESH,Rural,19,9574,2606,6968
C2308,12,000,State - ARUNACHAL PRADESH,Rural,20-24,48868,16531,32337
C2308,12,000,State - ARUNACHAL PRADESH,Rural,25-29,44957,20022,24935
C2308,12,000,State - ARUNACHAL PRADESH,Rural,30-34,36286,19335,16951
C2308,12,000,State - ARUNACHAL PRADESH,Rural,35-39,34322,21616,12706
C2308,12,000,State - ARUNACHAL PRADESH,Rural,40-44,27111,19665,7446
C2308,12,000,State - ARUNACHAL PRADESH,Rural,45-49,22316,17931,4385
C2308,12,000,State - ARUNACHAL PRADESH,Rural,50-54,16201,14129,2072
C2308,12,000,State - ARUNACHAL PRADESH,Rural,55-59,11158,10192,966
C2308,12,000,State - ARUNACHAL PRADESH,Rural,60-64,10603,9892,711
C2308,12,000,State - ARUNACHAL PRADESH,Rural,65-69,6591,6120,471
C2308,12,000,State - ARUNACHAL PRADESH,Rural,70-74,4599,4350,249
C2308,12,000,State - ARUNACHAL PRADESH,Rural,75-79,2220,2125,95
C2308,12,000,State - ARUNACHAL PRADESH,Rural,80+,3143,2726,417
C2308,12,000,State - ARUNACHAL PRADESH,Rural,Age not stated,532,263,269
C2308,12,000,State - ARUNACHAL PRADESH,Urban,All ages,149468,49843,99625
C2308,12,000,State - ARUNACHAL PRADESH,Urban,0-6,19516,19516,0
C2308,12,000,State - ARUNACHAL PRADESH,Urban,7,3445,1018,2427
C2308,12,000,State - ARUNACHAL PRADESH,Urban,8,3408,703,2705
C2308,12,000,State - ARUNACHAL PRADESH,Urban,9,3179,490,2689
C2308,12,000,State - ARUNACHAL PRADESH,Urban,10,3845,582,3263
C2308,12,000,State - ARUNACHAL PRADESH,Urban,11,3649,445,3204
C2308,12,000,State - ARUNACHAL PRADESH,Urban,12,4102,426,3676
C2308,12,000,State - ARUNACHAL PRADESH,Urban,13,4015,376,3639
C2308,12,000,State - ARUNACHAL PRADESH,Urban,14,4263,434,3829
C2308,12,000,State - ARUNACHAL PRADESH,Urban,15,4417,483,3934
C2308,12,000,State - ARUNACHAL PRADESH,Urban,16,4400,441,3959
C2308,12,000,State - ARUNACHAL PRADESH,Urban,17,3866,367,3499
C2308,12,000,State - ARUNACHAL PRADESH,Urban,18,4122,498,3624
C2308,12,000,State - ARUNACHAL PRADESH,Urban,19,3387,432,2955
C2308,12,000,State - ARUNACHAL PRADESH,Urban,20-24,16795,2512,14283
C2308,12,000,State - ARUNACHAL PRADESH,Urban,25-29,15391,3122,12269
C2308,12,000,State - ARUNACHAL PRADESH,Urban,30-34,12423,3171,9252
C2308,12,000,State - ARUNACHAL PRADESH,Urban,35-39,11858,3679,8179
C2308,12,000,State - ARUNACHAL PRADESH,Urban,40-44,8631,3157,5474
C2308,12,000,State - ARUNACHAL PRADESH,Urban,45-49,6190,2674,3516
C2308,12,000,State - ARUNACHAL PRADESH,Urban,50-54,3422,1821,1601
C2308,12,000,State - ARUNACHAL PRADESH,Urban,55-59,1732,1124,608
C2308,12,000,State - ARUNACHAL PRADESH,Urban,60-64,1350,994,356
C2308,12,000,State - ARUNACHAL PRADESH,Urban,65-69,740,509,231
C2308,12,000,State - ARUNACHAL PRADESH,Urban,70-74,501,399,102
C2308,12,000,State - ARUNACHAL PRADESH,Urban,75-79,228,166,62
C2308,12,000,State - ARUNACHAL PRADESH,Urban,80+,475,258,217
C2308,12,000,State - ARUNACHAL PRADESH,Urban,Age not stated,118,46,72
C2308,13,000,State - NAGALAND,Total,All ages,953853,335376,618477
C2308,13,000,State - NAGALAND,Total,0-6,141286,141286,0
C2308,13,000,State - NAGALAND,Total,7,22710,8944,13766
C2308,13,000,State - NAGALAND,Total,8,22453,5484,16969
C2308,13,000,State - NAGALAND,Total,9,21974,4551,17423
C2308,13,000,State - NAGALAND,Total,10,25995,4759,21236
C2308,13,000,State - NAGALAND,Total,11,23523,3202,20321
C2308,13,000,State - NAGALAND,Total,12,24375,2882,21493
C2308,13,000,State - NAGALAND,Total,13,22762,2370,20392
C2308,13,000,State - NAGALAND,Total,14,22779,2232,20547
C2308,13,000,State - NAGALAND,Total,15,24031,2679,21352
C2308,13,000,State - NAGALAND,Total,16,23480,2457,21023
C2308,13,000,State - NAGALAND,Total,17,21010,2181,18829
C2308,13,000,State - NAGALAND,Total,18,23908,2887,21021
C2308,13,000,State - NAGALAND,Total,19,19199,2378,16821
C2308,13,000,State - NAGALAND,Total,20-24,100594,14413,86181
C2308,13,000,State - NAGALAND,Total,25-29,87303,14981,72322
C2308,13,000,State - NAGALAND,Total,30-34,73419,14825,58594
C2308,13,000,State - NAGALAND,Total,35-39,63503,16299,47204
C2308,13,000,State - NAGALAND,Total,40-44,51608,16444,35164
C2308,13,000,State - NAGALAND,Total,45-49,39990,15181,24809
C2308,13,000,State - NAGALAND,Total,50-54,29725,13353,16372
C2308,13,000,State - NAGALAND,Total,55-59,19657,9931,9726
C2308,13,000,State - NAGALAND,Total,60-64,16836,9816,7020
C2308,13,000,State - NAGALAND,Total,65-69,11442,7131,4311
